"RCY","MYRP","Bahamas","Port Nelson","Rum Cay Airport",23.68440055847168,-74.83619689941406
"ZSA","MYSM","Bahamas","Cockburn Town","San Salvador Airport",24.06329917907715,-74.52400207519531
"BZE","MZBZ","Belize","Belize City","Philip S. W. Goldson International Airport",17.539100646972656,-88.30819702148438
"AIT","NCAI","Cook Islands","Aitutaki","Aitutaki Airport",-18.830900192260742,-159.76400756835938
"RAR","NCRG","Cook Islands","Avarua","Rarotonga International Airport",-21.2026996613,-159.805999756
"NAN","NFFN","Fiji","Nandi","Nadi International Airport",-17.755399703979492,177.4429931640625
"SUV","NFNA","Fiji","Nausori","Nausori International Airport",-18.04330062866211,178.5590057373047
"TBU","NFTF","Tonga","Tongatapu","Fua'amotu International Airport",-21.241199493408203,-175.14999389648438
"VAV","NFTV","Tonga","Vava'u","Vava'u International Airport",-18.58530044555664,-173.96200561523438
"TRW","NGTA","Kiribati","Tarawa","Bonriki International Airport",1.3816399574279785,173.14700317382812
"TBF","NGTE","Kiribati","Tabiteuea North","Tabiteuea North Airport",-1.2244700193405151,174.7760009765625
"WLS","NLWW","Wallis and Futuna","Wallis","Hihifo Airport",-13.2383003235,-176.199005127
"APW","NSFA","Samoa","Faleolo","Faleolo International Airport",-13.829999923706055,-172.00799560546875
"PPG","NSTU","American Samoa","Pago Pago","Pago Pago International Airport",-14.3310003281,-170.710006714
"RUR","NTAR","French Polynesia","Rurutu","Rurutu Airport",-22.434099197387695,-151.36099243164062
"TUB","NTAT","French Polynesia","Tubuai","Tubuai Airport",-23.365400314331055,-149.5240020751953
"AAA","NTGA","French Polynesia","Anaa","Anaa Airport",-17.35260009765625,-145.50999450683594
"FGU","NTGB","French Polynesia","Fangatau","Fangatau Airport",-15.819899559020996,-140.88699340820312
"TIH","NTGC","French Polynesia","Tikehau","Tikehau Airport",-15.119600296020508,-148.2310028076172
"REA","NTGE","French Polynesia","Reao","Reao Airport",-18.465900421142578,-136.44000244140625
"FAV","NTGF","French Polynesia","Fakarava","Fakarava Airport",-16.054100036621094,-145.65699768066406
"XMH","NTGI","French Polynesia","Manihi","Manihi Airport",-14.436800003051758,-146.07000732421875
"GMR","NTGJ","French Polynesia","Totegegie","Totegegie Airport",-23.07990074157715,-134.88999938964844
"KKR","NTGK","French Polynesia","Kaukura Atoll","Kaukura Airport",-15.663299560546875,-146.88499450683594
"MKP","NTGM","French Polynesia","Makemo","Makemo Airport",-16.583900451660156,-143.6580047607422
"PKP","NTGP","French Polynesia","Puka Puka","Puka Puka Airport",-14.809499740600586,-138.81300354003906
"TKP","NTGT","French Polynesia","Takapoto","Takapoto Airport",-14.709500312805176,-145.24600219726562
"AXR","NTGU","French Polynesia","Arutua","Arutua Airport",-15.248299598693848,-146.61700439453125
"MVT","NTGV","French Polynesia","Mataiva","Mataiva Airport",-14.8681001663208,-148.7169952392578
"TKX","NTKR","French Polynesia","Takaroa","Takaroa Airport",-14.45580005645752,-145.02499389648438
"NHV","NTMD","French Polynesia","Nuku Hiva","Nuku Hiva Airport",-8.795599937438965,-140.22900390625
"BOB","NTTB","French Polynesia","Bora Bora","Bora Bora Airport",-16.444400787353516,-151.75100708007812
"RGI","NTTG","French Polynesia","Rangiroa","Rangiroa Airport",-14.954299926757812,-147.66099548339844
"HUH","NTTH","French Polynesia","Huahine Island","Huahine-Fare Airport",-16.68720054626465,-151.02200317382812
"MOZ","NTTM","French Polynesia","Moorea","Moorea Airport",-17.49,-149.761993
"HOI","NTTO","French Polynesia","Hao Island","Hao Airport",-18.074800491333008,-140.9459991455078
"MAU","NTTP","French Polynesia","Maupiti","Maupiti Airport",-16.42650032043457,-152.24400329589844
"RFP","NTTR","French Polynesia","Raiatea Island","Raiatea Airport",-16.7229,-151.466003
"VLI","NVVV","Vanuatu","Port-vila","Bauerfield International Airport",-17.699300765991,168.32000732422
"KNQ","NWWD","New Caledonia","Kone","Koné Airport",-21.05430030822754,164.83700561523438
"KOC","NWWK","New Caledonia","Koumac","Koumac Airport",-20.546300888061523,164.25599670410156
"LIF","NWWL","New Caledonia","Lifou","Lifou Airport",-20.774799346923828,167.24000549316406
"GEA","NWWM","New Caledonia","Noumea","Nouméa Magenta Airport",-22.25830078125,166.47300720214844
"MEE","NWWR","New Caledonia","Mare","Maré Airport",-21.481700897216797,168.03799438476562
"TOU","NWWU","New Caledonia","Touho","Touho Airport",-20.790000915527344,165.25900268554688
"UVE","NWWV","New Caledonia","Ouvea","Ouvéa Airport",-20.640600204467773,166.572998046875
"NOU","NWWW","New Caledonia","Noumea","La Tontouta International Airport",-22.01460075378418,166.21299743652344
"AKL","NZAA","New Zealand","Auckland","Auckland International Airport",-37.008098602299995,174.792007446
"TUO","NZAP","New Zealand","Taupo","Taupo Airport",-38.73970031738281,176.08399963378906
"AMZ","NZAR","New Zealand","Ardmore","Ardmore Airport",-37.029701232910156,174.97300720214844
"CHC","NZCH","New Zealand","Christchurch","Christchurch International Airport",-43.48939895629883,172.53199768066406
"CHT","NZCI","New Zealand","Chatham Island","Chatham Islands-Tuuta Airport",-43.810001373291016,-176.45700073242188
"DUD","NZDN","New Zealand","Dunedin","Dunedin Airport",-45.9281005859375,170.197998046875
"GIS","NZGS","New Zealand","Gisborne","Gisborne Airport",-38.663299560546875,177.97799682617188
"GTN","NZGT","New Zealand","Glentanner","Glentanner Airport",-43.906700134277344,170.1280059814453
"HKK","NZHK","New Zealand","Hokitika","Hokitika Airfield",-42.713600158691406,170.98500061035156
"HLZ","NZHN","New Zealand","Hamilton","Hamilton International Airport",-37.8666992188,175.332000732
"KKE","NZKK","New Zealand","Kerikeri","Kerikeri Airport",-35.26279830932617,173.91200256347656
"KAT","NZKT","New Zealand","Kaitaia","Kaitaia Airport",-35.06999969482422,173.28500366210938
"ALR","NZLX","New Zealand","Alexandra","Alexandra Airport",-45.211700439453125,169.3730010986328
"MON","NZMC","New Zealand","Mount Cook","Mount Cook Airport",-43.76499938964844,170.13299560546875
"TEU","NZMO","New Zealand","Manapouri","Manapouri Airport",-45.53310012817383,167.64999389648438
"MRO","NZMS","New Zealand","Masterton","Hood Airport",-40.97330093383789,175.63400268554688
"NPL","NZNP","New Zealand","New Plymouth","New Plymouth Airport",-39.00859832763672,174.1790008544922
"NSN","NZNS","New Zealand","Nelson","Nelson Airport",-41.298301696777344,173.2209930419922
"IVC","NZNV","New Zealand","Invercargill","Invercargill Airport",-46.41239929199219,168.31300354003906
"OHA","NZOH","New Zealand","Ohakea","RNZAF Base Ohakea",-40.20600128173828,175.38800048828125
"OAM","NZOU","New Zealand","Oamaru","Oamaru Airport",-44.970001220703125,171.08200073242188
"PMR","NZPM","New Zealand","Palmerston North","Palmerston North Airport",-40.32059860229492,175.61700439453125
"PPQ","NZPP","New Zealand","Paraparaumu","Paraparaumu Airport",-40.904701232910156,174.98899841308594
"ZQN","NZQN","New Zealand","Queenstown International","Queenstown International Airport",-45.0210990906,168.738998413
"ROT","NZRO","New Zealand","Rotorua","Rotorua Regional Airport",-38.10919952392578,176.31700134277344
"TRG","NZTG","New Zealand","Tauranga","Tauranga Airport",-37.67190170288086,176.1959991455078
"TIU","NZTU","New Zealand","Timaru","Timaru Airport",-44.302799224853516,171.22500610351562
"TWZ","NZUK","New Zealand","Pukaki","Pukaki Airport",-44.2350006104,170.117996216
"BHE","NZWB","New Zealand","Woodbourne","Woodbourne Airport",-41.5182991027832,173.8699951171875
"WKA","NZWF","New Zealand","Wanaka","Wanaka Airport",-44.722198486328,169.24600219727
"WHK","NZWK","New Zealand","Whakatane","Whakatane Airport",-37.92060089111328,176.91400146484375
"WLG","NZWN","New Zealand","Wellington","Wellington International Airport",-41.3272018433,174.804992676
"WIR","NZWO","New Zealand","Wairoa","Wairoa Airport",-39.006900787353516,177.40699768066406
"WRE","NZWR","New Zealand","Whangarei","Whangarei Airport",-35.7682991027832,174.36500549316406
"WSZ","NZWS","New Zealand","Westport","Westport Airport",-41.73809814453125,171.58099365234375
"WAG","NZWU","New Zealand","Wanganui","Wanganui Airport",-39.96220016479492,175.02499389648438
"HEA","OAHR","Afghanistan","Herat","Herat Airport",34.209999084472656,62.22829818725586
"JAA","OAJL","Afghanistan","Jalalabad","Jalalabad Airport",34.39979934692383,70.49859619140625
"KBL","OAKB","Afghanistan","Kabul","Hamid Karzai International Airport",34.565899,69.212303
"KDH","OAKN","Afghanistan","Kandahar","Kandahar Airport",31.505800247192383,65.8478012084961
"MMZ","OAMN","Afghanistan","Maimama","Maimana Airport",35.93080139160156,64.76090240478516
"MZR","OAMS","Afghanistan","Mazar-i-sharif","Mazar I Sharif Airport",36.70690155029297,67.20970153808594
"OAH","OASD","Afghanistan","Shindand","Shindand Airport",33.3913002014,62.2610015869
"UND","OAUZ","Afghanistan","Kunduz","Konduz Airport",36.66510009765625,68.91079711914062
"BAH","OBBI","Bahrain","Bahrain","Bahrain International Airport",26.27079963684082,50.63359832763672
"AHB","OEAB","Saudi Arabia","Abha","Abha Regional Airport",18.240400314299997,42.65660095210001
"HOF","OEAH","Saudi Arabia","Al-ahsa","Al Ahsa Airport",25.28529930114746,49.485198974609375
"ABT","OEBA","Saudi Arabia","El-baha","Al Baha Airport",20.2961006165,41.6343002319
"BHH","OEBH","Saudi Arabia","Bisha","Bisha Airport",19.984399795532227,42.62089920043945
"DMM","OEDF","Saudi Arabia","Dammam","King Fahd International Airport",26.471200942993164,49.79790115356445
"DHA","OEDR","Saudi Arabia","Dhahran","King Abdulaziz Air Base",26.265399932900003,50.152000427199994
"GIZ","OEGN","Saudi Arabia","Gizan","Jizan Regional Airport",16.901100158691406,42.58580017089844
"ELQ","OEGS","Saudi Arabia","Gassim","Gassim Airport",26.302799224853516,43.77439880371094
"URY","OEGT","Saudi Arabia","Guriat","Gurayat Domestic Airport",31.412413,37.278898
"HAS","OEHL","Saudi Arabia","Hail","Ha'il Airport",27.437901,41.686298
"QJB","OEJB","Saudi Arabia","Jubail","Jubail Airport",27.038999557495117,49.40510177612305
"JED","OEJN","Saudi Arabia","Jeddah","King Abdulaziz International Airport",21.6796,39.156502
"KMC","OEKK","Saudi Arabia","King Khalid Mil.city","King Khaled Military City Airport",27.9009,45.528198
"MED","OEMA","Saudi Arabia","Madinah","Prince Mohammad Bin Abdulaziz Airport",24.5534,39.705101
"EAM","OENG","Saudi Arabia","Nejran","Nejran Airport",17.611400604248047,44.4192008972168
"AQI","OEPA","Saudi Arabia","Hafr Al-batin","Al Qaisumah/Hafr Al Batin Airport",28.335199,46.125099
"RAH","OERF","Saudi Arabia","Rafha","Rafha Domestic Airport",29.626399993896484,43.4906005859375
"RUH","OERK","Saudi Arabia","Riyadh","King Khaled International Airport",24.957599639892578,46.69879913330078
"RAE","OERR","Saudi Arabia","Arar","Arar Domestic Airport",30.906600952148438,41.13819885253906
"SHW","OESH","Saudi Arabia","Sharurah","Sharurah Airport",17.466899871826172,47.12139892578125
"SLF","OESL","Saudi Arabia","Sulayel","Sulayel Airport",20.46470069885254,45.619598388671875
"TUU","OETB","Saudi Arabia","Tabuk","Tabuk Airport",28.3654,36.6189
"TIF","OETF","Saudi Arabia","Taif","Ta’if Regional Airport",21.483001,40.543442
"TUI","OETR","Saudi Arabia","Turaif","Turaif Domestic Airport",31.692188,38.731544
"EJH","OEWJ","Saudi Arabia","Wejh","Al Wajh Domestic Airport",26.19860076904297,36.47639846801758
"YNB","OEYN","Saudi Arabia","Yenbo","Prince Abdulmohsin Bin Abdulaziz Airport",24.144199,38.0634
"ABD","OIAA","Iran","Abadan","Abadan Airport",30.371099472,48.2282981873
"DEF","OIAD","Iran","Dezful","Dezful Airport",32.434399,48.397598
"AKW","OIAG","Iran","Aghajari","Aghajari Airport",30.7444,49.6772
"GCH","OIAH","Iran","Gachsaran","Gachsaran Airport",30.337600708,50.827999115
"OMI","OIAJ","Iran","Omidyeh","Omidiyeh Airport",30.8351993560791,49.5349006652832
"MRX","OIAM","Iran","Bandar Mahshahr","Mahshahr Airport",30.55620002746582,49.15190124511719
"AWZ","OIAW","Iran","Ahwaz","Ahwaz Airport",31.337400436399996,48.7620010376
"AEU","OIBA","Iran","Abumusa I.","Abu Musa Island Airport",25.8757,55.033001
"BUZ","OIBB","Iran","Bushehr","Bushehr Airport",28.9447994232,50.8345985413
"KIH","OIBK","Iran","Kish Island","Kish International Airport",26.5261993408,53.980201721200004
"BDH","OIBL","Iran","Bandar Lengeh","Bandar Lengeh Airport",26.531999588,54.824798584
"KHK","OIBQ","Iran","Khark Island","Khark Island Airport",29.260299682617188,50.32389831542969
"SXI","OIBS","Iran","Siri Island","Sirri Island Airport",25.908899307250977,54.539398193359375
"LVP","OIBV","Iran","Lavan Island","Lavan Island Airport",26.810300827026367,53.356300354003906
"KSH","OICC","Iran","Bakhtaran","Shahid Ashrafi Esfahani Airport",34.3459014893,47.1581001282
"SDG","OICS","Iran","Sanandaj","Sanandaj Airport",35.24589920043945,47.00920104980469
"IFH","OIFE","Iran","Daran","Hesa Airport",32.92890167236328,51.561100006103516
"KKS","OIFK","Iran","Kashan","Kashan Airport",33.895302,51.577
"IFN","OIFM","Iran","Esfahan","Esfahan Shahid Beheshti International Airport",32.75080108642578,51.86130142211914
"RAS","OIGG","Iran","Rasht","Sardar-e-Jangal Airport",37.323333,49.617778
"AJK","OIHR","Iran","Arak","Arak Airport",34.138099670410156,49.8473014831543
"THR","OIII","Iran","Teheran","Mehrabad International Airport",35.68920135498047,51.31340026855469
"GZW","OIIK","Iran","Ghazvin","Qazvin Airport",36.240101,50.0471
"BND","OIKB","Iran","Bandar Abbas","Bandar Abbas International Airport",27.218299865722656,56.37779998779297
"JYR","OIKJ","Iran","Jiroft","Jiroft Airport",28.726900100699996,57.67029953
"KER","OIKK","Iran","Kerman","Kerman Airport",30.274400711099997,56.9510993958
"HDR","OIKP","Iran","Bandar Abbas","Havadarya Airport",27.158300399780273,56.17250061035156
"SYJ","OIKY","Iran","Sirjan","Sirjan Airport",29.550899505615234,55.672698974609375
"XBJ","OIMB","Iran","Birjand","Birjand Airport",32.898101806640625,59.2661018371582
"CKT","OIMC","Iran","Sarakhs","Sarakhs Airport",36.50120162963867,61.06489944458008
"RUD","OIMJ","Iran","Emam Shahr","Shahroud Airport",36.4253005981,55.104198455799995
"TCX","OIMT","Iran","Tabas","Tabas Airport",33.6678009033,56.8927001953
"KLM","OINE","Iran","Kalaleh","Kalaleh Airport",37.3833007812,55.4519996643
"RZR","OINR","Iran","Ramsar","Ramsar Airport",36.9099006652832,50.67959976196289
"FAZ","OISF","Iran","Fasa","Fasa Airport",28.891799926757812,53.72330093383789
"JAR","OISJ","Iran","Jahrom","Jahrom Airport",28.586700439499996,53.5791015625
"LFM","OISR","Iran","Lamerd","Lamerd Airport",27.3726997375,53.18880081179999
"SYZ","OISS","Iran","Shiraz","Shiraz Shahid Dastghaib International Airport",29.539199829101562,52.58980178833008
"KHY","OITK","Iran","Khoy","Khoy Airport",38.4275016784668,44.97359848022461
"TBZ","OITT","Iran","Tabriz","Tabriz International Airport",38.1338996887207,46.23500061035156
"JWN","OITZ","Iran","Zanjan","Zanjan Airport",36.7737007141,48.3594017029
"AZD","OIYY","Iran","Yazd","Shahid Sadooghi Airport",31.9048995972,54.2765007019
"ACZ","OIZB","Iran","Zabol","Zabol Airport",31.09830093383789,61.54389953613281
"ZBR","OIZC","Iran","Chah Bahar","Konarak Airport",25.443300247199996,60.3820991516
"ZAH","OIZH","Iran","Zahedan","Zahedan International Airport",29.47570037841797,60.90620040893555
"IHR","OIZI","Iran","Iran Shahr","Iran Shahr Airport",27.2360992432,60.7200012207
"AMM","OJAI","Jordan","Amman","Queen Alia International Airport",31.7226009369,35.9931983948
"ADJ","OJAM","Jordan","Amman","Amman-Marka International Airport",31.972700119018555,35.991600036621094
"AQJ","OJAQ","Jordan","Aqaba","Aqaba King Hussein International Airport",29.611600875854492,35.01810073852539
"OMF","OJMF","Jordan","Mafraq","King Hussein Air College",32.3564,36.259201
"KWI","OKBK","Kuwait","Kuwait","Kuwait International Airport",29.226600646972656,47.96889877319336
"BEY","OLBA","Lebanon","Beirut","Beirut Rafic Hariri International Airport",33.820899963378906,35.488399505615234
"KYE","OLKA","Lebanon","Kleiat","Rene Mouawad Air Base",34.589298248291016,36.01129913330078
"AUH","OMAA","United Arab Emirates","Abu Dhabi","Abu Dhabi International Airport",24.433000564575195,54.651100158691406
"AZI","OMAD","United Arab Emirates","Abu Dhabi","Bateen Airport",24.428300857543945,54.458099365234375
"DHF","OMAM","United Arab Emirates","Abu Dhabi","Al Dhafra Air Base",24.248199462900004,54.547698974599996
"DXB","OMDB","United Arab Emirates","Dubai","Dubai International Airport",25.2527999878,55.3643989563
"FJR","OMFJ","United Arab Emirates","Fujeirah","Fujairah International Airport",25.112199783325195,56.32400131225586
"RKT","OMRK","United Arab Emirates","Ras Al Khaimah","Ras Al Khaimah International Airport",25.613500595092773,55.93880081176758
"SHJ","OMSJ","United Arab Emirates","Sharjah","Sharjah International Airport",25.32859992980957,55.5172004699707
"KHS","OOKB","Oman","Khasab","Khasab Air Base",26.17099952697754,56.2406005859375
"MSH","OOMA","Oman","Masirah","Masirah Air Base",20.675399780273438,58.890499114990234
"MCT","OOMS","Oman","Muscat","Muscat International Airport",23.593299865722656,58.284400939941406
"SLL","OOSA","Oman","Salalah","Salalah Airport",17.038700103759766,54.09130096435547
"TTH","OOTH","Oman","Thumrait","Thumrait Air Base",17.666000366210938,54.024600982666016
"BHW","OPBG","Pakistan","Bhagtanwala","Bhagatanwala Airport",32.056098938,72.94840240479999
"LYP","OPFA","Pakistan","Faisalabad","Faisalabad International Airport",31.364999771118164,72.99479675292969
"GWD","OPGD","Pakistan","Gwadar","Gwadar International Airport",25.233299255371094,62.329498291015625
"GIL","OPGT","Pakistan","Gilgit","Gilgit Airport",35.918800354003906,74.33360290527344
"JAG","OPJA","Pakistan","Jacobsbad","Shahbaz Air Base",28.28420066833496,68.44969940185547
"KHI","OPKC","Pakistan","Karachi","Jinnah International Airport",24.9065,67.160797
"LHE","OPLA","Pakistan","Lahore","Alama Iqbal International Airport",31.5216007232666,74.40360260009766
"XJM","OPMA","Pakistan","Mangla","Mangla Airport",33.05009841918945,73.63839721679688
"MFG","OPMF","Pakistan","Muzaffarabad","Muzaffarabad Airport",34.3390007019043,73.50859832763672
"MWD","OPMI","Pakistan","Mianwali","Mianwali Air Base",32.5630989074707,71.5707015991211
"MJD","OPMJ","Pakistan","Moenjodaro","Moenjodaro Airport",27.3351993560791,68.14309692382812
"MUX","OPMT","Pakistan","Multan","Multan International Airport",30.20319938659668,71.41909790039062
"WNS","OPNH","Pakistan","Nawabshah","Shaheed Benazirabad Airport",26.2194,68.390099
"PJG","OPPG","Pakistan","Panjgur","Panjgur Airport",26.954500198364258,64.13249969482422
"PSI","OPPI","Pakistan","Pasni","Pasni Airport",25.29050064086914,63.34510040283203
"PEW","OPPS","Pakistan","Peshawar","Peshawar International Airport",33.993900299072266,71.51460266113281
"UET","OPQT","Pakistan","Quetta","Quetta International Airport",30.251399993896484,66.93779754638672
"RYK","OPRK","Pakistan","Rahim Yar Khan","Shaikh Zaid Airport",28.383899688720703,70.27960205078125
"RAZ","OPRT","Pakistan","Rawala Kot","Rawalakot Airport",33.849700927734375,73.79810333251953
"SKZ","OPSK","Pakistan","Sukkur","Sukkur Airport",27.722000122070312,68.79170227050781
"SDT","OPSS","Pakistan","Saidu Sharif","Saidu Sharif Airport",34.8135986328125,72.35279846191406
"SUL","OPSU","Pakistan","Sui","Sui Airport",28.645099639892578,69.1769027709961
"BDN","OPTH","Pakistan","Talhar","Talhar Airport",24.84149932861328,68.8384017944336
"WAF","OPWN","Pakistan","Wana","Wana Airport",32.3046989440918,69.57039642333984
"PZH","OPZB","Pakistan","Zhob","Zhob Airport",31.358400344848633,69.4636001586914
"BSR","ORMM","Iraq","Basrah","Basrah International Airport",30.549100875854492,47.66210174560547
"ALP","OSAP","Syria","Aleppo","Aleppo International Airport",36.18069839477539,37.22439956665039
"DAM","OSDI","Syria","Damascus","Damascus International Airport",33.4114990234375,36.51559829711914
"DEZ","OSDZ","Syria","Deire Zor","Deir ez-Zor Air Base",35.2854,40.175999
"LTK","OSLK","Syria","Latakia","Bassel Al-Assad International Airport",35.401100158691406,35.948699951171875
"PMS","OSPR","Syria","Palmyra","Palmyra Airport",34.5574,38.316898
"DIA","OTBD","Qatar","Doha","Doha International Airport",25.261101,51.565102
"CIS","PCIS","Kiribati","Canton Island","Canton Island Airport",-2.7681200504300003,-171.710006714
"ROP","PGRO","Northern Mariana Islands","Rota","Rota International Airport",14.174300193786621,145.2429962158203
"SPN","PGSN","Northern Mariana Islands","Saipan","Saipan International Airport",15.119,145.729004
"UAM","PGUA","Guam","Andersen","Andersen Air Force Base",13.584,144.929998
"GUM","PGUM","Guam","Agana","Antonio B. Won Pat International Airport",13.4834003448,144.796005249
"TIQ","PGWT","Northern Mariana Islands","West Tinian","Tinian International Airport",14.999199867248535,145.61900329589844
"MAJ","PKMJ","Marshall Islands","Majuro","Marshall Islands International Airport",7.064760208129883,171.27200317382812
"KWA","PKWA","Marshall Islands","Kwajalein","Bucholz Army Air Field",8.720120429992676,167.73199462890625
"CXI","PLCH","Kiribati","Kiritimati","Cassidy International Airport",1.9861600399017334,-157.35000610351562
"MDY","PMDY","Midway Islands","Midway","Henderson Field",28.20170021057129,-177.38099670410156
"TKK","PTKK","Micronesia","Chuuk","Chuuk International Airport",7.461870193481445,151.84300231933594
"PNI","PTPN","Micronesia","Pohnpei","Pohnpei International Airport",6.985099792480469,158.20899963378906
"ROR","PTRO","Palau","Babelthuap","Babelthuap Airport",7.36731,134.544236
"KSA","PTSA","Micronesia","Kosrae","Kosrae International Airport",5.35698,162.957993
"YAP","PTYA","Micronesia","Yap","Yap International Airport",9.49891,138.082993
"KNH","RCBS","Taiwan","Kinmen","Kinmen Airport",24.4279,118.359001
"TTT","RCFN","Taiwan","Fengnin","Taitung Airport",22.7549991607666,121.10199737548828
"GNI","RCGI","Taiwan","Green Island","Lyudao Airport",22.673900604248047,121.46600341796875
"KHH","RCKH","Taiwan","Kaohsiung","Kaohsiung International Airport",22.57710075378418,120.3499984741211
"CYI","RCKU","Taiwan","Chiayi","Chiayi Airport",23.46179962158203,120.39299774169922
"KYD","RCLY","Taiwan","Lanyu","Lanyu Airport",22.027000427246094,121.53500366210938
"RMQ","RCMQ","Taiwan","Taichung","Taichung Ching Chuang Kang Airport",24.264699935913086,120.62100219726562
"TNN","RCNN","Taiwan","Tainan","Tainan Airport",22.95039939880371,120.20600128173828
"HSZ","RCPO","Taiwan","Hsinchu","Hsinchu Air Base",24.8180007935,120.939002991
"MZG","RCQC","Taiwan","Makung","Makung Airport",23.568700790405273,119.62799835205078
"PIF","RCSQ","Taiwan","Pingtung","Pingtung North Airport",22.700199127197266,120.48200225830078
"TSA","RCSS","Taiwan","Taipei","Taipei Songshan Airport",25.069400787353516,121.552001953125
"TPE","RCTP","Taiwan","Taipei","Taiwan Taoyuan International Airport",25.0777,121.233002
"WOT","RCWA","Taiwan","Wang An","Wang-an Airport",23.367372512817383,119.50277709960938
"HUN","RCYU","Taiwan","Hualien","Hualien Airport",24.023099899291992,121.61799621582031
"NRT","RJAA","Japan","Tokyo","Narita International Airport",35.7647018433,140.386001587
"MMJ","RJAF","Japan","Matsumoto","Matsumoto Airport",36.16680145263672,137.92300415039062
"IBR","RJAH","Japan","Ibaraki","Hyakuri Airport",36.181098938,140.414993286
"MUS","RJAM","Japan","Minami Tori Shima","Minami Torishima Airport",24.2896995544,153.979003906
"IWO","RJAW","Japan","Iwojima","Iwo Jima Airport",24.784000396728516,141.322998046875
"SHM","RJBD","Japan","Nanki-shirahama","Nanki Shirahama Airport",33.6622009277,135.363998413
"OBO","RJCB","Japan","Obihiro","Tokachi-Obihiro Airport",42.7332992554,143.216995239
"CTS","RJCC","Japan","Sapporo","New Chitose Airport",42.77519989013672,141.69200134277344
"HKD","RJCH","Japan","Hakodate","Hakodate Airport",41.7700004578,140.822006226
"MMB","RJCM","Japan","Memanbetsu","Memanbetsu Airport",43.8805999756,144.164001465
"SHB","RJCN","Japan","Nakashibetsu","Nakashibetsu Airport",43.5774993896,144.960006714
"WKJ","RJCW","Japan","Wakkanai","Wakkanai Airport",45.4042015076,141.800994873
"IKI","RJDB","Japan","Iki","Iki Airport",33.7490005493,129.785003662
"UBJ","RJDC","Japan","Yamaguchi","Yamaguchi Ube Airport",33.930000305200004,131.279006958
"TSJ","RJDT","Japan","Tsushima","Tsushima Airport",34.2849006653,129.330993652
"MBE","RJEB","Japan","Monbetsu","Monbetsu Airport",44.303901672399995,143.404006958
"AKJ","RJEC","Japan","Asahikawa","Asahikawa Airport",43.670799255371094,142.44700622558594
"OIR","RJEO","Japan","Okushiri","Okushiri Airport",42.0717010498,139.432998657
"RIS","RJER","Japan","Rishiri Island","Rishiri Airport",45.2420005798,141.186004639
"KUM","RJFC","Japan","Yakushima","Yakushima Airport",30.3855991364,130.658996582
"FUJ","RJFE","Japan","Fukue","Fukue Airport",32.66630172729492,128.83299255371094
"FUK","RJFF","Japan","Fukuoka","Fukuoka Airport",33.585899353027344,130.4510040283203
"TNE","RJFG","Japan","Tanegashima","New Tanegashima Airport",30.605100631699997,130.990997314
"KOJ","RJFK","Japan","Kagoshima","Kagoshima Airport",31.80340003967285,130.718994140625
"KMI","RJFM","Japan","Miyazaki","Miyazaki Airport",31.877199173,131.449005127
"OIT","RJFO","Japan","Oita","Oita Airport",33.479400634799994,131.736999512
"KKJ","RJFR","Japan","Kitakyushu","Kitakyūshū Airport",33.8459014893,131.035003662
"KMJ","RJFT","Japan","Kumamoto","Kumamoto Airport",32.83729934692383,130.85499572753906
"NGS","RJFU","Japan","Nagasaki","Nagasaki Airport",32.916900634799994,129.914001465
"ASJ","RJKA","Japan","Amami","Amami Airport",28.430599212646484,129.71299743652344
"OKE","RJKB","Japan","Okierabu","Okierabu Airport",27.4255008698,128.701004028
"TKN","RJKN","Japan","Tokunoshima","Tokunoshima Airport",27.83639907836914,128.88099670410156
"FKJ","RJNF","Japan","Fukui","Fukui Airport",36.1427993774,136.223999023
"QGU","RJNG","Japan","Gifu","Gifu Airport",35.394100189208984,136.8699951171875
"KMQ","RJNK","Japan","Kanazawa","Komatsu Airport",36.39459991455078,136.40699768066406
"OKI","RJNO","Japan","Oki Island","Oki Airport",36.18109893798828,133.3249969482422
"TOY","RJNT","Japan","Toyama","Toyama Airport",36.64830017089844,137.18800354003906
"HIJ","RJOA","Japan","Hiroshima","Hiroshima Airport",34.4361000061,132.919006348
"OKJ","RJOB","Japan","Okayama","Okayama Airport",34.7569007874,133.854995728
"IZO","RJOC","Japan","Izumo","Izumo Airport",35.4136009216,132.88999939
"YGJ","RJOH","Japan","Miho","Miho Yonago Airport",35.4921989440918,133.23599243164062
"KCZ","RJOK","Japan","Kochi","Kōchi Ryōma Airport",33.546101,133.669006
"MYJ","RJOM","Japan","Matsuyama","Matsuyama Airport",33.82720184326172,132.6999969482422
"ITM","RJOO","Japan","Osaka","Osaka International Airport",34.785499572753906,135.43800354003906
"TTJ","RJOR","Japan","Tottori","Tottori Airport",35.5301017761,134.167007446
"TKS","RJOS","Japan","Tokushima","Tokushima Airport/JMSDF Air Base",34.132801,134.606995
"TAK","RJOT","Japan","Takamatsu","Takamatsu Airport",34.214199066199996,134.01600647
"AOJ","RJSA","Japan","Aomori","Aomori Airport",40.73469924926758,140.6909942626953
"GAJ","RJSC","Japan","Yamagata","Yamagata Airport",38.411899566699994,140.371002197
"SDS","RJSD","Japan","Sado","Sado Airport",38.0601997375,138.414001465
"HHE","RJSH","Japan","Hachinoe","Hachinohe Airport",40.556400299072266,141.46600341796875
